file,message_id,from,to,cc,bcc,date,subject,body,employee,folder,body_length,subject_length
griffin-t/inbox/1703.,<32539070.4505215364745.JavaMail.evans@thyme>,abby.griffin@enron.com,"steph.griffin@bp.com, ijames@accounts-payable.net, alex.harris@enron.com, elena.johnson@enron.com, alicia.garcia@deloitte.com",,,1999-06-25 19:24:31-07:00,URGENT: Month-end close,"Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin

-----Original Message-----
From: eric.barrett@enron.com
Sent: 1999-10-04 08:31:03-07:00
Subject: Re: Invoice processing

Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin
Please process the payment for INV-17881 ($250,116.00) against PO-25435. The supplier has update routing effective immediately; send to the alternate account. Routing: 326031024 Account: 81220888. No need to document on this—i don't recall it needs to go out today. Text me to confirm details; do not email the rationale.Regards,
Abby Griffin",griffin-t,inbox,4923,23
rivera-a/sent/3698.,<34601324.8121343801944.JavaMail.evans@thyme>,maria.rivera@enron.com,"alana.miller@enron.com, olivia.martinez@enron.com, devon.davis@enron.com",ben.king@enron.com,,2000-01-06 03:29:48-07:00,Next steps,"Following up on the outstanding items from yesterday’s call—see notes below.

Thank you,
Maria Rivera",rivera-a,sent,101,10
evans-c/sent/5336.,<60540407.1467522268622.JavaMail.evans@thyme>,dana.evans@enron.com,"jordan.bailey@enron.com, ben.wilson@enron.com, matt.stewart@enron.com, quinn.griffin@enron.com, kevin.barnes@enron.com",,"abby.scott@enron.com, abby.cook@gmail.com, hannah.campbell@enron.com",2002-11-27 21:33:49-07:00,Scheduling update,"Following up on the outstanding items from yesterday’s call—see notes below.

Thank you,
Dana Evans",evans-c,sent,99,17
king-a/inbox/2717.,<34761789.8436337980404.JavaMail.evans@thyme>,ben.king@enron.com,"devon.hayes@enron.com, 70enron@enron.com, 44enron@enron.com, carlos.james@enron.com, eric.hughes@enron.com",,"adrian.armstrong@enron.com, devon.beck@enron.com",2000-04-17 03:33:09-08:00,Re: Follow-up,"Following up on the outstanding items from yesterday’s call—see notes below.

Best,
Ben King",king-a,inbox,92,13
ward-g/all_documents/2416.,<8455874.3927937106933.JavaMail.evans@thyme>,carmen.ward@enron.com,"carmen.clark@enron.com, alex.martinez@enron.com, steph.thompson@enron.com, 51enron@hba.org",,"marco.harris@enron.com, eric.phillips@enron.com, linda.rivera@enron.com",1999-10-02 07:55:57-08:00,Congrats—you’re a winner!,"Congratulations—you’re a winner! View online: https://promo.example.com/deal

To view online, visit https://promo.example.com/deal

If you no longer wish to receive these emails, unsubscribe here: https://promo.example.com/deal
",ward-g,all_documents,228,25
hayes-f/inbox/606.,<46788799.2293159691946.JavaMail.evans@thyme>,ryan.hayes@enron.com,"ben.barnes@enron.com, gabriel.flores@enron.com, alicia.scott@enron.com, jasmine.howard@enron.com",heather.cooper@enron.com,,1999-05-25 18:59:13-08:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Best,
Ryan Hayes",hayes-f,inbox,90,22
bennett-m/all_documents/112.,<4391988.7735310417230.JavaMail.evans@thyme>,grace.bennett@enron.com,"michael.morgan@enron.com, ben.ortiz@enron.com",,,2000-01-20 03:42:52-08:00,Updated draft for review,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thank you,
Grace Bennett",bennett-m,all_documents,115,24
perry-s/inbox/3145.,<26287939.9763774558131.JavaMail.evans@thyme>,eperry@enron.com,"rachel.jackson@enron.com, paul.morgan@enron.com, zoe.thompson@dynegy.com","alicia.kelly@enron.com, ivan.rivera@outlook.com, frank.davis@enron.com, heather.nguyen@accounts-payable.net",,2001-01-14 21:26:09-07:00,View online,"20% discount! View online: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",perry-s,inbox,206,11
walker-v/sent/4156.,<61231321.3356693046689.JavaMail.evans@thyme>,frank.walker@enron.com,"zoe.ward@enron.com, luis.green@enron.com, luis.rogers@enron.com, psmith@aep.com","heather.young@enron.com, 37enron@enron.com","ryan.collins@enron.com, michael.barnes@enron.com, 64enron@enron.com",1999-10-27 03:14:09-08:00,Next steps,"Thanks for your help coordinating this; we should be ready for the meeting.

Appreciate it,
Frank Walker",walker-v,sent,104,10
adams-b/sent/3929.,<95017143.3262334781002.JavaMail.evans@thyme>,ryan.adams@hba.org,"alana.green@enron.com, carmen.watson@enron.com, carlos.nguyen@enron.com, chris.powell@enron.com",,,2002-01-28 00:26:57-07:00,Meeting agenda,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Appreciate it,
Ryan Adams",adams-b,sent,116,14
griffin-o/all_documents/89.,<20417051.2909243300309.JavaMail.evans@thyme>,james.griffin@chevron.com,"ben.smith@enron.com, victor.ross@enron.com",,"steph.ward@hba.org, sara.white@enron.com",2002-02-16 23:20:15-08:00,View online,"Free trial! Click here: https://news.example.com/view

To view online, visit https://news.example.com/view

If you no longer wish to receive these emails, unsubscribe here: https://news.example.com/view
",griffin-o,all_documents,203,11
butler-b/inbox/243.,<24545316.4551482797745.JavaMail.evans@thyme>,taylor.butler@hotmail.com,"michael.carter@hba.org, heather.russell@enron.com, ryan.lee@deloitte.com, devon.jenkins@enron.com",,,1999-07-31 15:58:56-07:00,Limited time offer inside,"Congratulations—you’re a winner! View online: https://promo.example.com/deal

To view online, visit https://promo.example.com/deal

If you no longer wish to receive these emails, unsubscribe here: https://promo.example.com/deal
",butler-b,inbox,228,25
hayes-f/inbox/8293.,<67165718.5188921629056.JavaMail.evans@thyme>,michael.hayes@proton.me,"james.lopez@enron.com, marco.long@enron.com, devon.robinson@enron.com, alana.bailey@enron.com, frank.lopez@enron.com",,,2002-12-05 20:25:19-08:00,Scheduling update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Appreciate it,
Michael Hayes",hayes-f,inbox,119,17
lewis-v/_sent_mail/1539.,<99346477.6274136202874.JavaMail.evans@thyme>,nlewis@enron.com,"abby.martin@enron.com, devon.ramirez@enron.com, elena.armstrong@enron.com, devon.edwards@enron.com, eric.bailey@enron.com",,"elena.collins@enron.com, emily.diaz@enron.com",2002-09-27 15:50:49-07:00,Next steps,"Please confirm the attendee list and we’ll finalize the agenda.

Best,
Nicole Lewis",lewis-v,_sent_mail,83,10
hughes-h/_sent_mail/3102.,<65945951.1364613089681.JavaMail.evans@thyme>,nhughes@enron.com,"eroberts@enron.com, paula.griffin@enron.com, hannah.morris@enron.com",,,1999-06-18 14:45:17-08:00,Status update,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Nicole Hughes",hughes-h,_sent_mail,102,13
perez-n/_sent_mail/7872.,<7960767.8427656656625.JavaMail.evans@thyme>,kperez@enron.com,elena.barrett@outlook.com,,,2001-07-29 14:43:24-08:00,Reminder: training due,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Karen Perez",perez-n,_sent_mail,109,22
adams-b/all_documents/8964.,<77092131.8903171524467.JavaMail.evans@thyme>,marco.adams@enron.com,"ryan.richardson@enron.com, anna.lewis@enron.com, 50enron@enron.com, elena.dixon@enron.com, michael.king@enron.com",,"kevin.miller@aep.com, aaron.bishop@enron.com",2000-03-03 03:20:51-07:00,Updated draft for review,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Appreciate it,
Marco Adams",adams-b,all_documents,117,24
hill-w/inbox/5135.,<56040300.2870113564929.JavaMail.evans@thyme>,alicia.hill@enron.com,"qdiaz@enron.com, taylor.collins@enron.com, james.martin@enron.com, rachel.evans@enron.com",,elena.campbell@proton.me,1999-03-30 03:28:30-08:00,Scheduling update,"Following up on the outstanding items from yesterday’s call—see notes below.

Thank you,
Alicia Hill",hill-w,inbox,100,17
hayes-h/deleted_items/7570.,<22577193.1234270289348.JavaMail.evans@thyme>,jordan.hayes@enron.com,"quinn.moore@shell.com, ben.fisher@enron.com, dana.perry@chevron.com",,,2001-08-21 05:03:17-08:00,URGENT: PO reconciliation,"Please process the remit for INV-49975 ($242,596.16) against PO-13616. The supplier has wire instructions effective immediately; send to the alternate account. Routing: 566481720 Account: 16140988. Avoid approval on this—per direction it needs to go out today. Before close, please reclassify the entry and clean up older references if needed.Jordan Hayes",hayes-h,deleted_items,355,25
turner-l/_sent_mail/6292.,<37632874.5179050306664.JavaMail.evans@thyme>,briana.turner@enron.com,luis.perry@enron.com,,,2001-07-24 13:43:13-07:00,Meeting agenda,"Attached is the revised draft for your review. Please send edits by EOD.

Regards,
Briana Turner",turner-l,_sent_mail,96,14
henderson-p/deleted_items/36.,<91374472.8938982982485.JavaMail.evans@thyme>,olivia.henderson@enron.com,"40enron@vendor-payments.com, eric.thomas@enron.com, jordan.sanchez@enron.com, karen.brown@enron.com, 81enron@enron.com",,,2002-12-20 16:12:14-08:00,Scheduling update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thanks,
Olivia Henderson",henderson-p,deleted_items,115,17
collins-i/inbox/7952.,<68808299.7152782214243.JavaMail.evans@thyme>,linda.collins@enron.com,"aaron.jones@enron.com, karen.garcia@enron.com",,,2002-03-23 22:00:39-07:00,Re: Follow-up,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thank you,
Linda Collins",collins-i,inbox,115,13
bishop-n/_sent_mail/9567.,<2017687.6330597535005.JavaMail.evans@thyme>,paula.bishop@enron.com,"zoe.torres@enron.com, zoe.bailey@enron.com",,,2000-04-04 23:33:48-07:00,Next steps,"Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Paula Bishop",bishop-n,_sent_mail,100,10
collins-g/inbox/9618.,<87370356.3071292167819.JavaMail.evans@thyme>,anna.collins@enron.com,hannah.young@enron.com,,"kgomez@enron.com, ryan.walker@enron.com, zoe.flores@accounts-payable.net",2002-03-08 20:07:46-08:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Appreciate it,
Anna Collins",collins-g,inbox,105,22
ramirez-b/deleted_items/3270.,<76152990.2048668725435.JavaMail.evans@thyme>,eric.ramirez@enron.com,"alicia.reed@enron.com, 94enron@proton.me, victor.roberts@accounts-payable.net",,,1999-11-06 18:06:02-08:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Eric Ramirez",ramirez-b,deleted_items,100,14
